#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality,correctness, completeness or quality of the information provided. Liability claims regarding damagecaused by the use of any information provided, including any kind of information which is incompleteor incorrect,will therefore be rejected.
#For help contact: synpro@ise.fraunhofer.de
#Sign convention for unidirectional power flow: always '+'. The direction should be clear by the device being a load or a generator.
#Sign convention for bidirectional power flow: '+' = consumption, '-' = production
#Total equals the residual load and is calculated as: total = mono_consumption - mono_production +bidirectional
#All power values are in kW.
;total_cool;total_htg;unixtimestamp
0;0.0;1.0611407122051186;0
1;0.0;1.347836055389845;0
2;0.0;1.6234207126842926;0
3;0.0;1.7820639150845987;0
4;0.0;1.8794179134169262;0
5;0.0;0.7304724963761746;0
6;0.0;1.7840932721313458;0
7;0.0;7.281568053782502;0
8;0.0;5.9909046926272165;0
9;0.0;4.937450759180411;0
10;0.0;1.6721007445248608;0
11;0.0;0.6325394481915125;0
12;0.0;0.0;0
13;0.0;0.0;0
14;0.0;0.0;0
15;0.0;0.0;0
16;0.0;0.0;0
17;0.0;0.0;0
18;0.0;0.0;0
19;0.0;0.0;0
20;0.0;0.0;0
21;0.0;0.0;0
22;0.0;0.0;0
23;0.0;0.0;0
24;0.0;0.0;0
25;0.0;0.0;0
26;0.0;0.0;0
27;0.0;0.0;0
28;0.0;0.4115521566162437;0
29;0.0;1.2653559626652586;0
30;0.0;0.7350580568990583;0
31;0.0;5.226210694221489;0
32;0.0;3.6138498336892293;0
33;0.0;2.3588584667015278;0
34;0.0;2.006154840008361;0
35;0.0;1.8282987798508803;0
36;0.0;2.0982324516722892;0
37;0.0;1.8267464536546896;0
38;0.0;1.7685508114417365;0
39;0.0;1.4801460075640513;0
40;0.0;0.3530064084015032;0
41;0.0;0.0;0
42;0.0;1.5210390938591976;0
43;0.0;0.9739863620753578;0
44;0.0;0.5829214647428984;0
45;0.0;0.738762456516707;0
46;0.0;0.7419244982631427;0
47;0.0;0.0;0
48;0.0;0.0;0
49;0.0;0.0;0
50;0.0;0.004155264580087258;0
51;0.0;1.2821468281666804;0
52;0.0;2.164226366061196;0
53;0.0;2.7847070064738855;0
54;0.0;3.2072101670906235;0
55;0.0;6.966223556705734;0
56;0.0;6.63913859984421;0
57;0.0;4.368039484681894;0
58;0.0;2.3561226362994727;0
59;0.0;3.3191758605690698;0
60;0.0;2.59357625795904;0
61;0.0;2.6630464064802273;0
62;0.0;2.917648445030662;0
63;0.0;3.17382915140889;0
